2.962852328445721106e+00,2.942591148919304622e+00,2.939594750575662108e+00,6.995927896626242745e-03,3.005077906035448887e+00,3.037724334916669378e+00,4.773704514744493699e-03,3.039604507536683542e+00,2.876680600287486733e+00,2.896098285763805791e+00,2.990318931049215756e+00,3.027151597461041455e+00,2.998006857964503613e+00,2.943532458408109065e+00,2.991155998031194141e+00,8.687019876335886487e-03,3.049015251548233163e+00,2.970271044344727329e+00,3.016938513414008316e+00,5.232651362588688349e-01
3.119703603995043650e+00,2.989629525052220238e+00,3.026641714924700910e+00,-1.147468922726597729e+00,3.132834884370391926e+00,2.976996941052780787e+00,9.973743535782298997e-01,2.999154514943077832e+00,2.955570002252237760e+00,3.047673269783888195e+00,3.034949904973494483e+00,3.002805047870286348e+00,3.032684472557458655e+00,2.990607188561762442e+00,3.020858543095055193e+00,7.497864313717353957e-01,3.004852020390178513e+00,2.978400859915529608e+00,2.915774287793776676e+00,2.069162900310254738e+00
3.073721356210223021e+00,3.055323768139642571e+00,3.028978440337898093e+00,-5.561442364956968865e-01,2.987383954900305394e+00,3.024501644642343834e+00,-2.503726555598931869e-01,2.970976135436417476e+00,2.986415571227034160e+00,2.956176230086683621e+00,3.023041571125451465e+00,2.957546548059519775e+00,2.986639887244201930e+00,3.096150913958599649e+00,2.988293723597822638e+00,1.789027772765271918e+00,3.023153744577126822e+00,2.944797261332636751e+00,3.105153981250735384e+00,9.101951529705838428e-01
2.972696374205533676e+00,2.923261385088487430e+00,2.962486340067945978e+00,-1.841319561140831312e-02,2.926582001815387191e+00,3.055899753684492737e+00,-4.698199715698380130e-01,2.973154521050692445e+00,3.096021360411557399e+00,2.995604424850113912e+00,2.972240951884881799e+00,3.031238940727842834e+00,2.960153627443609547e+00,2.984078522409912004e+00,2.896557139906771550e+00,-7.817441481509145307e-01,2.910206866624577504e+00,2.957156695382138434e+00,2.925902484962213723e+00,-3.340346264344472793e+00
3.018597619914220598e+00,3.016768956242155575e+00,3.043026901742863277e+00,1.825474357546548743e-01,3.059637178528571866e+00,3.020843731393663134e+00,1.775425612996139532e-02,3.082648662788892047e+00,2.990741077615859833e+00,3.021339063403223335e+00,2.978043993341159990e+00,2.945246955434690950e+00,3.012738946439763144e+00,3.042847467379123927e+00,3.010167478292742338e+00,-4.109810013792570826e-01,3.020134857907281756e+00,3.044560342490672866e+00,2.999107298360533136e+00,1.829278590639080271e+00
2.958885350488060784e+00,3.101614886871855603e+00,3.032780142555301595e+00,1.264787241179228788e-03,2.966458923828553917e+00,3.033856385950704837e+00,4.986261484970272353e-04,3.020181920364143568e+00,3.038525823038949358e+00,3.153795335680059875e+00,3.004000527334300674e+00,3.071651521012174424e+00,2.947080480588170737e+00,2.963946325854975417e+00,3.006521476198856124e+00,1.013300760808901781e-02,3.049375261938811477e+00,2.890363452075558115e+00,2.961321829403327222e+00,4.495214560601460407e-01
2.975031370745121251e+00,2.962974481147498285e+00,3.036451875965126668e+00,1.732205942499943363e-01,3.135024712662645818e+00,3.009956713134048112e+00,-9.704430813336611950e-01,3.023340779206746376e+00,2.958900717710708950e+00,3.004417001082829497e+00,3.042541777477969056e+00,3.018791756696615813e+00,2.944917489003458400e+00,3.055677317932693704e+00,3.064829465647363360e+00,-1.869658881898373481e+00,2.823528913349016456e+00,2.986503621512944573e+00,2.996794473287585969e+00,-2.727886718777173591e+00
2.944265461791386596e+00,2.975220297315246842e+00,3.037554326033775620e+00,3.428269674856292970e-01,2.974528264625023954e+00,2.963962883872524490e+00,-2.007304071124268230e+00,3.044471497218167233e+00,3.011253633068727176e+00,3.007129007392510545e+00,2.965669451311417681e+00,2.984260827680550676e+00,3.038186816879327790e+00,2.998318273044733751e+00,3.066327398746199417e+00,1.994528998882785675e+00,3.149474680892659251e+00,3.005300399130418576e+00,3.009057291165301962e+00,-1.401881327274455913e+00
2.896210220962263993e+00,2.997745456904577388e+00,2.921245954270918599e+00,-2.492178528206725162e-04,3.024328092311014959e+00,2.966707319522114528e+00,1.049314325173247159e-02,3.053934073666973337e+00,3.073324868837183033e+00,2.928974119115110852e+00,3.013216426182829810e+00,3.039991871088023156e+00,2.920518066907883181e+00,3.018548697849634976e+00,2.867913023056348099e+00,1.992513974210145117e-02,3.075599368655475008e+00,3.013871060608086960e+00,2.985591093673765517e+00,3.782115830153212066e-01
3.086586720947499529e+00,2.823536434804852391e+00,3.010087366538528819e+00,5.123334526120174037e-02,3.043686649325531679e+00,3.011505411890612827e+00,-6.798285766302798461e-01,3.029668132480713094e+00,3.032797961015089694e+00,3.044079147963700382e+00,2.933606447380574522e+00,2.979405563185900441e+00,2.857786601867216003e+00,2.978886652007199931e+00,2.979022528254313684e+00,7.573515577923473074e-01,2.901248356862208944e+00,3.122580985649759722e+00,2.940531753274741700e+00,-5.202852157320185356e+00
2.994783611598521134e+00,2.967909871434968316e+00,2.918011150547078270e+00,-3.575480820328348908e-01,3.089552065035880979e+00,2.996160476930667116e+00,2.318444064101757296e-01,3.000887529141128773e+00,3.102648653412674040e+00,3.019070737869621102e+00,3.071151027498078889e+00,3.031623321275453087e+00,3.026492274936773530e+00,3.084338641793066493e+00,2.964772239592074143e+00,-2.137900251239782945e-01,2.860276422811240948e+00,3.048504357437331613e+00,3.037525449314479431e+00,-1.428085912902911092e-01
2.965234349691800109e+00,2.960461717967655115e+00,3.024160842061489607e+00,1.533571233639432485e-01,2.984204315260396978e+00,2.993214857643580640e+00,1.264639167041148760e+00,3.019571910230912426e+00,2.973407481807721631e+00,2.969698209745396777e+00,2.962413263979636557e+00,2.932343932937696351e+00,2.950889030837874127e+00,2.875324559929899770e+00,3.018812544411861865e+00,-1.564218289059435385e+00,3.067307955703897360e+00,2.964731059561040993e+00,2.989142721627431332e+00,-1.781329639375625051e-01
3.011351772818521511e+00,3.055869256178258997e+00,2.921970149366248659e+00,9.436772356709778320e-01,3.018896958881128523e+00,3.007116996006172549e+00,-4.886307345070144414e-01,2.942463189573762516e+00,2.966206144798767319e+00,3.026947087511993928e+00,3.002446062104623170e+00,2.881109322025886321e+00,2.989628041259386748e+00,2.944422179508570103e+00,2.903694254760430749e+00,1.015352042185559273e-01,3.019206951467631850e+00,3.001239759611097568e+00,2.994350223743978745e+00,-1.303167361840045224e-01
2.975597893094874102e+00,2.829135938245735726e+00,2.990568285532207771e+00,1.716466811722195118e-01,3.006417029116884798e+00,3.009683365814106004e+00,4.815107588749319434e-01,3.048830236102096247e+00,3.055746503176344664e+00,3.047293122942730470e+00,3.023698713551136397e+00,3.072679022347861277e+00,2.932551935915109542e+00,2.929960419478208511e+00,3.055652928737303764e+00,1.735923033428663942e+00,2.924283061053676303e+00,3.109093874639804245e+00,2.810621049143412709e+00,-1.764008253949988614e+00
3.124195466928688880e+00,2.990837705368125210e+00,2.873258704234846306e+00,1.694959453220929108e-03,2.979197982469586670e+00,3.059486757348279795e+00,7.176123995154379438e-03,3.040741778767897419e+00,2.993337441786892761e+00,3.015238730505497067e+00,3.056540307923501842e+00,2.907622775073542165e+00,3.020959318749177225e+00,3.031274448344826844e+00,2.924355100069378377e+00,3.778252829859180244e-03,2.910713760132782379e+00,3.089127959417655944e+00,3.029743636589476097e+00,8.220120879032976058e-01
3.079223497964299838e+00,2.967992693750820532e+00,2.973529685150390289e+00,1.017422190287206707e+00,3.066530308607274602e+00,3.030563581404750906e+00,-1.547228808447768944e-01,2.987633568995206712e+00,3.004831694336282055e+00,2.991809049326479286e+00,2.868946957004281373e+00,3.037667050736600149e+00,2.922161471773572661e+00,3.058087347777400211e+00,3.106658542357949138e+00,5.204120116455167588e-01,3.025915513593093742e+00,3.022067847125853746e+00,2.941669966559307348e+00,1.026320788466804190e+00
2.975299588943547846e+00,3.103586384017982702e+00,3.012231546084903844e+00,-4.186955948989998788e-01,3.026769718311408397e+00,3.059060423276545926e+00,1.863200077361355511e-01,2.951835947278520500e+00,3.074034222679972395e+00,3.018024318702268616e+00,2.959053186508664002e+00,2.979125982640539849e+00,3.054362935015686453e+00,2.891601318161269862e+00,2.964703628208299246e+00,-2.147855070294846236e+00,2.973951851946329494e+00,3.014314740594053355e+00,3.032143520329694475e+00,-1.086738495997747744e+00
3.031341319751048147e+00,3.050222297983347097e+00,2.989576418207658737e+00,6.164845730675719976e-02,2.972758773013333577e+00,2.939635583421641218e+00,-3.192767913360037291e-01,3.099974487914322729e+00,2.963314556334653904e+00,2.990698778540865188e+00,3.005649729549370708e+00,2.902888117418951364e+00,3.092823320609763726e+00,3.041657870372438399e+00,3.044122479030889394e+00,-2.312654449537162316e-01,3.081489433477039075e+00,2.969791775241138687e+00,3.050607271547773003e+00,4.631955272263501122e+00
2.956991332790337434e+00,3.008633293919305007e+00,2.998526405101724190e+00,-2.132645981523764167e-01,3.068769433923333789e+00,3.034913539340234667e+00,1.026849180052234328e-01,2.978662009323922000e+00,2.996251932362028914e+00,2.938395365283930527e+00,3.005889767077091879e+00,3.003312246501006477e+00,2.993510418388447114e+00,2.932154683657096417e+00,2.925122947222085212e+00,1.315314945329012275e+00,2.999219818073350918e+00,3.039708176521748406e+00,2.965132875821388847e+00,1.653939614480850695e+00
3.030847184226733937e+00,2.996618228145678575e+00,2.933742389018403784e+00,6.338026726785617182e-02,2.969870975012222303e+00,3.022811655314433743e+00,1.854508296178548399e+00,3.083401058739463796e+00,3.035868212459004400e+00,2.979280678964915108e+00,2.978716229530163240e+00,3.069194136023908559e+00,2.982375576091947700e+00,2.849124882172620943e+00,2.956626898738030196e+00,3.112990279946437414e-02,3.028654983394136746e+00,3.012170467994688128e+00,2.973945702237658750e+00,-3.670117632132726682e-01
